trial,reached,attempts,days,best_score
149,True,968,107.556,180.9
150,True,781,86.778,190.1
151,True,655,72.778,181.2
152,True,790,87.778,181.5
153,True,1022,113.556,186.5
154,True,526,58.444,182.2
155,True,968,107.556,181.2
156,True,441,49.0,180.4
157,True,796,88.444,181.4
158,True,717,79.667,185.0
159,True,880,97.778,191.1
160,True,970,107.778,182.5
161,True,802,89.111,180.8
162,True,978,108.667,192.9
163,True,772,85.778,185.4
164,True,768,85.333,186.1
165,True,1140,126.667,180.0
166,True,1269,141.0,182.6
167,True,931,103.444,182.2
168,True,680,75.556,180.8
169,True,472,52.444,182.3
170,True,790,87.778,180.8
171,True,1081,120.111,183.2
172,True,494,54.889,189.6
173,True,726,80.667,182.5
174,True,687,76.333,180.2
175,True,517,57.444,181.7
176,True,414,46.0,180.7
177,True,1697,188.556,181.1
178,True,859,95.444,182.8
179,True,279,31.0,181.6
180,True,501,55.667,182.2
181,True,1126,125.111,183.6
182,True,707,78.556,180.1
183,True,789,87.667,181.0
184,True,450,50.0,189.9
185,True,677,75.222,181.8
186,True,974,108.222,184.2
187,True,680,75.556,180.1
188,True,715,79.444,182.4
189,True,527,58.556,184.2
190,True,623,69.222,186.9
191,True,822,91.333,187.7
192,True,591,65.667,183.1
193,True,494,54.889,181.8
194,True,514,57.111,180.5
195,True,313,34.778,180.2
196,True,270,30.0,180.9
197,True,654,72.667,183.7
198,True,1093,121.444,181.3
199,True,644,71.556,180.1
200,True,300,33.333,188.3
201,True,833,92.556,182.0
202,True,806,89.556,182.4
203,True,672,74.667,181.4
204,True,238,26.444,184.3
205,True,329,36.556,184.5
206,True,178,19.778,182.6
207,True,1088,120.889,180.7
208,True,753,83.667,188.5
209,True,907,100.778,192.2
210,True,397,44.111,184.7
211,True,2098,233.111,181.8
212,True,711,79.0,187.5
213,True,818,90.889,180.4
214,True,511,56.778,194.4
215,True,792,88.0,183.6
216,True,488,54.222,183.3
217,True,827,91.889,184.4
218,True,331,36.778,183.9
219,True,702,78.0,180.4
220,True,661,73.444,185.6
221,True,674,74.889,181.4
222,True,1008,112.0,180.3
223,True,464,51.556,192.8
224,True,553,61.444,190.1
225,True,1310,145.556,183.6
226,True,879,97.667,181.3
227,True,872,96.889,185.1
228,True,410,45.556,192.7
229,True,451,50.111,191.3
230,True,276,30.667,189.0
231,True,703,78.111,186.3
232,True,1002,111.333,187.6
233,True,911,101.222,183.8
234,True,598,66.444,185.3
235,True,631,70.111,194.9
236,True,566,62.889,187.5
237,True,582,64.667,183.6
238,True,869,96.556,180.9
239,True,1302,144.667,183.0
240,True,1597,177.444,187.8
241,True,970,107.778,188.2
242,True,955,106.111,181.0
243,True,662,73.556,180.9
244,True,1227,136.333,182.9
245,True,626,69.556,194.9
246,True,474,52.667,181.4
247,True,310,34.444,180.5
248,True,236,26.222,184.1
249,True,333,37.0,189.9
250,True,1248,138.667,185.7
251,True,468,52.0,183.9
252,True,417,46.333,183.0
253,True,1000,111.111,182.6
254,True,788,87.556,182.9
255,True,422,46.889,184.3
256,True,413,45.889,189.1
257,True,394,43.778,186.9
258,True,775,86.111,181.2
259,True,785,87.222,180.3
260,True,554,61.556,182.4
261,True,356,39.556,180.5
262,True,835,92.778,182.5
263,True,619,68.778,181.6
264,True,587,65.222,189.9
265,True,523,58.111,181.6
266,True,649,72.111,181.4
267,True,500,55.556,183.0
268,True,1035,115.0,180.9
269,True,548,60.889,191.1
270,True,853,94.778,182.2
271,True,633,70.333,181.8
272,True,263,29.222,182.0
273,True,639,71.0,185.8
274,True,649,72.111,181.9
275,True,672,74.667,188.0
276,True,577,64.111,181.4
277,True,1109,123.222,181.3
278,True,1145,127.222,182.1
279,True,723,80.333,182.6
280,True,417,46.333,182.5
281,True,583,64.778,180.0
282,True,884,98.222,186.3
283,True,480,53.333,184.6
284,True,1449,161.0,183.7
285,True,453,50.333,188.0
286,True,834,92.667,186.0
287,True,386,42.889,180.4
288,True,790,87.778,183.9
289,True,344,38.222,184.6
290,True,862,95.778,182.2
291,True,799,88.778,180.5
292,True,673,74.778,183.7
293,True,480,53.333,192.9
294,True,1216,135.111,181.2
295,True,329,36.556,182.1
296,True,792,88.0,180.3
297,True,639,71.0,180.1
298,True,532,59.111,180.6
299,True,642,71.333,185.5
300,True,1188,132.0,181.4
301,True,555,61.667,192.1
302,True,743,82.556,182.4
303,True,1514,168.222,183.1
304,True,446,49.556,182.3
305,True,506,56.222,183.7
306,True,348,38.667,181.1
307,True,940,104.444,192.5
308,True,293,32.556,182.0
309,True,749,83.222,187.9
310,True,468,52.0,197.0
311,True,1529,169.889,183.5
312,True,839,93.222,185.7
313,True,980,108.889,183.1
314,True,866,96.222,180.6
315,True,701,77.889,189.1
316,True,1014,112.667,180.7
317,True,393,43.667,182.3
318,True,735,81.667,184.4
319,True,338,37.556,183.5
320,True,371,41.222,186.7
321,True,556,61.778,187.6
322,True,783,87.0,189.2
323,True,362,40.222,180.4
324,True,1129,125.444,181.6
325,True,848,94.222,188.2
326,True,1453,161.444,187.4
327,True,412,45.778,182.7
328,True,756,84.0,185.1
329,True,849,94.333,180.1
330,True,513,57.0,182.3
331,True,450,50.0,189.5
332,True,1018,113.111,180.0
333,True,539,59.889,183.1
334,True,854,94.889,183.0
335,True,854,94.889,182.6
336,True,1636,181.778,186.3
337,True,1145,127.222,182.0
338,True,648,72.0,192.6
339,True,504,56.0,185.4
340,True,915,101.667,183.4
341,True,499,55.444,194.5
342,True,497,55.222,182.3
343,True,469,52.111,186.9
344,True,829,92.111,180.8
345,True,1331,147.889,187.0
346,True,429,47.667,183.0
347,True,382,42.444,187.6
348,True,803,89.222,181.6
349,True,783,87.0,180.7
350,True,670,74.444,191.7
351,True,582,64.667,181.1
352,True,872,96.889,187.6
353,True,833,92.556,184.8
354,True,998,110.889,180.0
355,True,705,78.333,180.6
356,True,892,99.111,180.4
357,True,917,101.889,187.0
358,True,684,76.0,182.7
359,True,1820,202.222,190.5
360,True,1040,115.556,184.5
361,True,1447,160.778,191.8
362,True,901,100.111,180.1
363,True,277,30.778,183.7
364,True,527,58.556,183.5
365,True,1515,168.333,185.4
366,True,358,39.778,186.9
367,True,447,49.667,184.5
368,True,240,26.667,187.2
369,True,528,58.667,187.7
370,True,686,76.222,187.2
371,True,1005,111.667,180.7
372,True,1271,141.222,181.9
373,True,723,80.333,188.4
374,True,538,59.778,180.4
375,True,906,100.667,182.2
376,True,723,80.333,185.5
377,True,560,62.222,181.0
378,True,459,51.0,193.3
379,True,816,90.667,192.0
380,True,1445,160.556,184.6
381,True,1089,121.0,180.7
382,True,1011,112.333,180.6
383,True,543,60.333,181.3
384,True,440,48.889,183.0
385,True,732,81.333,187.8
386,True,223,24.778,183.8
387,True,1098,122.0,181.3
388,True,648,72.0,181.0
389,True,444,49.333,181.6
390,True,985,109.444,190.3
391,True,610,67.778,180.4
392,True,542,60.222,180.4
393,True,709,78.778,180.1
394,True,492,54.667,182.0
395,True,691,76.778,180.3
396,True,749,83.222,184.8
397,True,487,54.111,183.2
398,True,252,28.0,183.6
399,True,705,78.333,183.1
400,True,594,66.0,192.4
401,True,1263,140.333,191.3
402,True,454,50.444,180.1
403,True,1226,136.222,180.8
404,True,1166,129.556,181.2
405,True,701,77.889,185.7
406,True,1360,151.111,180.6
407,True,808,89.778,183.1
408,True,678,75.333,180.6
409,True,591,65.667,180.4
410,True,232,25.778,180.2
411,True,685,76.111,182.3
412,True,585,65.0,183.3
413,True,1087,120.778,181.6
414,True,313,34.778,182.1
415,True,1156,128.444,182.1
416,True,578,64.222,185.8
417,True,654,72.667,180.1
418,True,406,45.111,186.1
419,True,399,44.333,184.9
420,True,479,53.222,185.1
421,True,1103,122.556,184.3
422,True,369,41.0,181.2
423,True,1483,164.778,180.9
424,True,752,83.556,185.8
425,True,640,71.111,184.3
426,True,606,67.333,180.6
427,True,1250,138.889,183.5
428,True,861,95.667,180.7
429,True,928,103.111,192.0
430,True,680,75.556,190.8
431,True,509,56.556,180.2
432,True,555,61.667,183.1
433,True,1109,123.222,180.6
434,True,276,30.667,188.0
435,True,805,89.444,187.2
436,True,241,26.778,189.0
437,True,297,33.0,184.4
438,True,321,35.667,180.5
439,True,1212,134.667,191.1
440,True,453,50.333,180.4
441,True,619,68.778,184.9
442,True,185,20.556,184.5
443,True,561,62.333,182.0
444,True,606,67.333,183.0
445,True,1404,156.0,182.0
446,True,433,48.111,184.9
447,True,315,35.0,181.0
448,True,1838,204.222,197.6
449,True,268,29.778,182.0
450,True,1412,156.889,197.4
451,True,1058,117.556,180.2
452,True,539,59.889,186.0
453,True,617,68.556,183.0
454,True,731,81.222,185.8
455,True,1380,153.333,188.9
456,True,718,79.778,185.7
457,True,894,99.333,183.4
458,True,382,42.444,180.8
459,True,518,57.556,181.0
460,True,870,96.667,188.8
461,True,681,75.667,189.5
462,True,736,81.778,186.5
463,True,693,77.0,185.2
464,True,1120,124.444,193.0
465,True,259,28.778,185.0
466,True,936,104.0,188.1
467,True,570,63.333,180.2
468,True,519,57.667,184.1
469,True,1059,117.667,184.9
470,True,591,65.667,183.3
471,True,411,45.667,180.7
472,True,697,77.444,183.1
473,True,1283,142.556,195.3
474,True,1398,155.333,182.8
475,True,441,49.0,185.5
476,True,1029,114.333,189.0
477,True,358,39.778,183.9
478,True,515,57.222,190.8
479,True,343,38.111,180.4
480,True,1160,128.889,180.8
481,True,943,104.778,193.4
482,True,720,80.0,193.2
483,True,623,69.222,182.0
484,True,874,97.111,184.0
485,True,1407,156.333,190.1
486,True,1170,130.0,181.6
487,True,557,61.889,193.8
488,True,1028,114.222,188.7
489,True,1019,113.222,187.3
490,True,1072,119.111,185.6
491,True,210,23.333,181.4
492,True,372,41.333,180.2
493,True,435,48.333,182.5
494,True,723,80.333,180.8
495,True,1115,123.889,183.7
496,True,840,93.333,184.0
497,True,240,26.667,181.4
498,True,313,34.778,187.4
499,True,742,82.444,182.1
500,True,483,53.667,188.8
501,True,996,110.667,185.1
502,True,1388,154.222,183.6
503,True,1122,124.667,183.2
504,True,345,38.333,184.3
505,True,904,100.444,181.8
506,True,1407,156.333,187.4
507,True,844,93.778,181.3
508,True,673,74.778,190.1
509,True,941,104.556,184.3
510,True,666,74.0,182.8
511,True,1216,135.111,185.2
512,True,656,72.889,186.7
513,True,317,35.222,183.3
514,True,420,46.667,184.6
515,True,712,79.111,183.0
516,True,944,104.889,180.7
517,True,620,68.889,184.0
518,True,588,65.333,180.3
519,True,742,82.444,181.7
520,True,709,78.778,180.5
521,True,741,82.333,180.8
522,True,1323,147.0,186.9
523,True,1021,113.444,186.8
524,True,1235,137.222,183.0
525,True,383,42.556,189.8
526,True,324,36.0,182.5
527,True,660,73.333,188.5
528,True,968,107.556,180.7
529,True,842,93.556,183.3
530,True,254,28.222,185.1
531,True,1101,122.333,185.7
532,True,202,22.444,180.0
533,True,562,62.444,182.6
534,True,363,40.333,183.1
535,True,1674,186.0,181.2
536,True,1039,115.444,181.2
537,True,793,88.111,184.2
538,True,368,40.889,183.8
539,True,960,106.667,185.7
540,True,1004,111.556,185.8
541,True,1340,148.889,181.5
542,True,866,96.222,199.0
543,True,800,88.889,181.6
544,True,625,69.444,181.7
545,True,812,90.222,187.1
546,True,1134,126.0,181.5
547,True,521,57.889,183.7
548,True,537,59.667,185.7
549,True,817,90.778,182.9
550,True,762,84.667,185.8
551,True,160,17.778,180.6
552,True,307,34.111,180.0
553,True,758,84.222,180.4
554,True,1121,124.556,194.7
555,True,1007,111.889,181.2
556,True,867,96.333,181.4
557,True,668,74.222,183.5
558,True,363,40.333,181.3
559,True,1235,137.222,184.9
560,True,635,70.556,182.1
561,True,872,96.889,186.4
562,True,640,71.111,185.5
563,True,886,98.444,184.0
564,True,1858,206.444,182.7
565,True,460,51.111,182.9
566,True,1009,112.111,184.5
567,True,222,24.667,180.8
568,True,550,61.111,182.3
569,True,743,82.556,184.9
570,True,776,86.222,180.6
571,True,910,101.111,181.6
572,True,869,96.556,181.7
573,True,785,87.222,196.0
574,True,525,58.333,181.5
575,True,459,51.0,182.0
576,True,571,63.444,180.9
577,True,945,105.0,180.9
578,True,369,41.0,182.1
579,True,387,43.0,186.0
580,True,709,78.778,181.0
581,True,270,30.0,190.1
582,True,620,68.889,192.6
583,True,1082,120.222,184.2
584,True,191,21.222,185.8
585,True,357,39.667,187.3
586,True,362,40.222,182.1
587,True,809,89.889,186.5
588,True,786,87.333,182.5
589,True,546,60.667,184.5
590,True,707,78.556,191.9
591,True,459,51.0,181.5
592,True,683,75.889,181.4
593,True,501,55.667,182.6
594,True,1224,136.0,182.4
595,True,1052,116.889,183.2
596,True,293,32.556,180.1
597,True,643,71.444,186.9
598,True,746,82.889,186.2
599,True,679,75.444,183.7
600,True,351,39.0,180.1
601,True,628,69.778,183.4
602,True,345,38.333,183.5
603,True,523,58.111,187.5
604,True,1121,124.556,180.7
605,True,342,38.0,181.3
606,True,518,57.556,180.5
607,True,581,64.556,184.7
608,True,613,68.111,191.7
609,True,432,48.0,181.0
610,True,914,101.556,181.9
611,True,578,64.222,189.5
612,True,1180,131.111,181.9
613,True,695,77.222,184.4
614,True,1526,169.556,188.7
615,True,466,51.778,184.1
616,True,1053,117.0,186.5
617,True,493,54.778,183.7
618,True,1096,121.778,180.4
619,True,214,23.778,183.0
620,True,969,107.667,181.5
621,True,1527,169.667,187.4
622,True,554,61.556,188.0
623,True,1103,122.556,182.0
624,True,328,36.444,181.9
625,True,277,30.778,186.9
626,True,963,107.0,188.4
627,True,1507,167.444,181.3
628,True,512,56.889,181.2
629,True,703,78.111,187.3
630,True,1347,149.667,183.7
631,True,756,84.0,188.8
632,True,591,65.667,181.1
633,True,1487,165.222,180.3
634,True,842,93.556,186.5
635,True,691,76.778,183.5
636,True,976,108.444,180.4
637,True,1093,121.444,180.3
638,True,487,54.111,185.8
639,True,299,33.222,189.9
640,True,418,46.444,184.6
641,True,1033,114.778,180.1
642,True,531,59.0,187.6
643,True,482,53.556,186.0
644,True,854,94.889,181.6
645,True,186,20.667,180.1
646,True,486,54.0,181.1
647,True,1602,178.0,182.6
648,True,501,55.667,182.3
649,True,320,35.556,181.4
650,True,345,38.333,184.2
651,True,624,69.333,184.5
652,True,699,77.667,181.3
653,True,1349,149.889,198.2
654,True,206,22.889,182.6
655,True,1986,220.667,181.2
656,True,324,36.0,181.5
657,True,1355,150.556,182.2
658,True,736,81.778,184.1
659,True,481,53.444,180.7
660,True,318,35.333,181.8
661,True,728,80.889,192.9
662,True,672,74.667,181.7
663,True,1306,145.111,180.7
664,True,424,47.111,182.0
665,True,663,73.667,188.6
666,True,984,109.333,180.6
667,True,377,41.889,187.9
668,True,755,83.889,188.7
669,True,806,89.556,187.6
670,True,346,38.444,181.0
671,True,361,40.111,184.2
672,True,540,60.0,181.9
673,True,1455,161.667,182.4
674,True,570,63.333,182.3
675,True,572,63.556,180.8
676,True,1063,118.111,187.0
677,True,502,55.778,181.3
678,True,908,100.889,180.8
679,True,1035,115.0,180.4
680,True,1021,113.444,180.1
681,True,1307,145.222,182.3
682,True,1090,121.111,181.1
683,True,451,50.111,185.2
684,True,438,48.667,180.5
685,True,228,25.333,181.4
686,True,1127,125.222,184.1
687,True,781,86.778,181.5
688,True,708,78.667,180.2
689,True,679,75.444,181.2
690,True,619,68.778,181.1
691,True,904,100.444,183.6
692,True,687,76.333,190.1
693,True,784,87.111,180.9
694,True,567,63.0,182.5
695,True,314,34.889,188.7
696,True,625,69.444,180.1
697,True,522,58.0,187.1
698,True,1027,114.111,180.1
699,True,1612,179.111,180.8
700,True,331,36.778,181.2
701,True,695,77.222,181.0
702,True,601,66.778,183.3
703,True,715,79.444,181.3
704,True,394,43.778,181.4
705,True,683,75.889,180.9
706,True,420,46.667,187.2
707,True,938,104.222,183.7
708,True,555,61.667,185.7
709,True,538,59.778,185.1
710,True,647,71.889,180.3
711,True,612,68.0,188.1
712,True,794,88.222,184.7
713,True,406,45.111,184.2
714,True,529,58.778,185.7
715,True,525,58.333,181.0
716,True,444,49.333,183.4
717,True,771,85.667,189.2
718,True,630,70.0,186.0
719,True,1094,121.556,186.6
720,True,987,109.667,183.6
721,True,381,42.333,194.2
722,True,110,12.222,189.2
723,True,515,57.222,180.6
724,True,946,105.111,183.8
725,True,522,58.0,191.9
726,True,423,47.0,180.1
727,True,1005,111.667,180.8
728,True,710,78.889,186.0
729,True,391,43.444,185.0
730,True,475,52.778,182.1
731,True,799,88.778,186.7
732,True,717,79.667,185.1
733,True,937,104.111,183.4
734,True,1133,125.889,180.7
735,True,1162,129.111,183.1
736,True,406,45.111,187.0
737,True,718,79.778,189.3
738,True,927,103.0,186.2
739,True,1081,120.111,184.4
740,True,446,49.556,181.5
741,True,451,50.111,181.8
742,True,1101,122.333,184.5
743,True,1011,112.333,187.5
744,True,1000,111.111,181.1
745,True,705,78.333,184.2
746,True,870,96.667,180.3
747,True,391,43.444,182.1
748,True,1023,113.667,195.4
749,True,746,82.889,187.9
750,True,1303,144.778,183.1
751,True,520,57.778,180.3
752,True,1058,117.556,181.5
753,True,932,103.556,181.3
754,True,1162,129.111,180.1
755,True,209,23.222,182.0
756,True,602,66.889,180.0
757,True,1131,125.667,194.9
758,True,562,62.444,183.5
759,True,859,95.444,181.6
760,True,757,84.111,187.8
761,True,285,31.667,180.4
762,True,1090,121.111,184.2
763,True,210,23.333,182.4
764,True,932,103.556,180.3
765,True,1634,181.556,180.1
766,True,590,65.556,187.4
767,True,689,76.556,188.8
768,True,957,106.333,184.0
769,True,927,103.0,185.7
770,True,633,70.333,183.2
771,True,564,62.667,185.0
772,True,515,57.222,190.5
773,True,655,72.778,180.8
774,True,926,102.889,180.4
775,True,1019,113.222,184.2
776,True,440,48.889,185.6
777,True,554,61.556,186.4
778,True,226,25.111,187.6
779,True,847,94.111,180.9
780,True,399,44.333,181.8
781,True,482,53.556,180.6
782,True,695,77.222,183.3
783,True,415,46.111,180.7
784,True,150,16.667,182.7
785,True,1018,113.111,190.7
786,True,658,73.111,186.2
787,True,610,67.778,182.3
788,True,490,54.444,182.2
789,True,471,52.333,186.9
790,True,401,44.556,183.7
791,True,903,100.333,188.2
792,True,323,35.889,180.7
793,True,1155,128.333,181.0
794,True,998,110.889,183.0
795,True,1635,181.667,184.8
796,True,799,88.778,182.6
797,True,958,106.444,181.3
798,True,772,85.778,182.9
799,True,212,23.556,182.6
800,True,459,51.0,180.9
801,True,562,62.444,180.3
802,True,560,62.222,182.1
803,True,276,30.667,180.5
804,True,635,70.556,185.3
805,True,487,54.111,181.6
806,True,1178,130.889,182.8
807,True,438,48.667,186.2
808,True,691,76.778,185.0
809,True,639,71.0,185.6
810,True,335,37.222,191.3
811,True,550,61.111,189.1
812,True,525,58.333,181.0
813,True,623,69.222,190.1
814,True,746,82.889,187.2
815,True,1596,177.333,180.8
816,True,712,79.111,184.1
817,True,1287,143.0,182.0
818,True,873,97.0,180.1
819,True,687,76.333,185.6
820,True,732,81.333,180.1
821,True,353,39.222,184.9
822,True,341,37.889,184.2
823,True,561,62.333,181.3
824,True,755,83.889,183.8
825,True,603,67.0,180.2
826,True,983,109.222,188.4
827,True,544,60.444,184.3
828,True,1903,211.444,180.3
829,True,1339,148.778,181.5
830,True,300,33.333,180.1
831,True,597,66.333,185.0
832,True,1028,114.222,189.6
833,True,1021,113.444,181.7
834,True,541,60.111,183.4
835,True,745,82.778,181.8
836,True,271,30.111,182.6
837,True,662,73.556,182.6
838,True,450,50.0,181.1
839,True,1021,113.444,185.4
840,True,809,89.889,187.1
841,True,868,96.444,180.4
842,True,1040,115.556,185.1
843,True,742,82.444,182.3
844,True,505,56.111,187.5
845,True,749,83.222,184.5
846,True,296,32.889,181.0
847,True,1098,122.0,180.4
848,True,522,58.0,180.6
849,True,343,38.111,185.7
850,True,964,107.111,188.2
851,True,1430,158.889,184.8
852,True,772,85.778,184.7
853,True,837,93.0,181.6
854,True,836,92.889,181.5
855,True,394,43.778,180.8
856,True,425,47.222,197.2
857,True,438,48.667,181.7
858,True,862,95.778,190.3
859,True,777,86.333,186.5
860,True,1839,204.333,183.2
861,True,385,42.778,187.1
862,True,589,65.444,180.7
863,True,866,96.222,186.9
864,True,565,62.778,187.8
865,True,378,42.0,193.4
866,True,710,78.889,185.2
867,True,869,96.556,184.5
868,True,428,47.556,181.3
869,True,763,84.778,183.1
870,True,492,54.667,185.7
871,True,683,75.889,181.2
872,True,339,37.667,181.2
873,True,541,60.111,184.0
874,True,636,70.667,180.8
875,True,658,73.111,196.1
876,True,367,40.778,200.5
877,True,523,58.111,196.2
878,True,440,48.889,182.4
879,True,520,57.778,186.4
880,True,471,52.333,180.4
881,True,240,26.667,185.3
882,True,1477,164.111,181.8
883,True,619,68.778,180.7
884,True,1045,116.111,184.5
885,True,589,65.444,185.3
886,True,564,62.667,188.9
887,True,1506,167.333,186.3
888,True,530,58.889,186.8
889,True,466,51.778,189.8
890,True,1804,200.444,181.2
891,True,676,75.111,186.3
892,True,592,65.778,181.2
893,True,902,100.222,184.9
894,True,503,55.889,183.3
895,True,658,73.111,183.7
896,True,800,88.889,184.7
897,True,352,39.111,180.1
898,True,430,47.778,180.7
899,True,324,36.0,188.2
900,True,729,81.0,181.8
901,True,353,39.222,181.7
902,True,183,20.333,184.2
903,True,1073,119.222,183.4
904,True,729,81.0,183.2
905,True,1031,114.556,183.0
906,True,914,101.556,182.4
907,True,998,110.889,180.1
908,True,788,87.556,183.0
909,True,871,96.778,184.4
910,True,539,59.889,182.1
911,True,373,41.444,180.0
912,True,177,19.667,187.7
913,True,526,58.444,185.3
914,True,693,77.0,183.7
915,True,385,42.778,184.8
916,True,672,74.667,183.3
917,True,478,53.111,180.4
918,True,716,79.556,188.1
919,True,508,56.444,181.9
920,True,931,103.444,181.6
921,True,365,40.556,181.8
922,True,1125,125.0,181.2
923,True,721,80.111,181.0
924,True,721,80.111,183.1
925,True,674,74.889,180.7
926,True,871,96.778,181.5
927,True,391,43.444,191.5
928,True,1462,162.444,180.6
929,True,1797,199.667,183.7
930,True,1222,135.778,187.3
931,True,1176,130.667,182.9
932,True,594,66.0,180.9
933,True,818,90.889,188.2
934,True,1408,156.444,180.2
935,True,1255,139.444,181.3
936,True,113,12.556,183.1
937,True,1271,141.222,180.3
938,True,313,34.778,185.5
939,True,281,31.222,180.2
940,True,550,61.111,192.4
941,True,584,64.889,181.9
942,True,967,107.444,184.2
943,True,858,95.333,188.5
944,True,1451,161.222,189.6
945,True,460,51.111,180.5
946,True,418,46.444,183.0
947,True,259,28.778,187.8
948,True,439,48.778,187.3
949,True,505,56.111,181.9
950,True,849,94.333,180.0
951,True,784,87.111,187.4
952,True,295,32.778,181.0
953,True,936,104.0,185.8
954,True,979,108.778,181.2
955,True,1740,193.333,181.6
956,True,464,51.556,180.3
957,True,785,87.222,188.1
958,True,1802,200.222,187.6
959,True,386,42.889,183.1
960,True,897,99.667,188.2
961,True,766,85.111,184.7
962,True,1172,130.222,182.6
963,True,1368,152.0,181.4
964,True,742,82.444,193.1
965,True,1214,134.889,185.7
966,True,320,35.556,181.8
967,True,848,94.222,187.8
968,True,901,100.111,184.7
969,True,1679,186.556,180.4
970,True,909,101.0,180.6
971,True,624,69.333,189.5
972,True,342,38.0,182.6
973,True,1225,136.111,181.4
974,True,1134,126.0,180.1
975,True,843,93.667,183.7
976,True,1033,114.778,183.5
977,True,859,95.444,190.7
978,True,1676,186.222,184.4
979,True,234,26.0,182.3
980,True,826,91.778,183.9
981,True,431,47.889,180.9
982,True,1888,209.778,194.5
